source,target,nodes,distance
Minion Mart,Treasure Hunters,"['Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Treasure Hunters']",22
Minion Mart,Discovery Food Court,"['Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court']",28
Minion Mart,Fossil Fuels,"['Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'"", 'Fossil Fuels']",41
Minion Mart,Friar's Good Food,"['Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', ""Friar's Good Food""]",17
Minion Mart,Goldilocks,"['Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks']",16
Minion Mart,KT's Grill,"['Minion Mart', ""Mel's Drive-In"", 'Restroom 1', ""KT's Grill""]",6
Minion Mart,Loui's NY Pizza Parlor,"['Minion Mart', ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg', ""Loui's NY Pizza Parlor""]",11
Minion Mart,Mel's Drive-In,"['Minion Mart', ""Mel's Drive-In""]",4
Minion Mart,Oasis Spice Cafe,"['Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe']",23
Minion Mart,StarBot Cafe,"['Minion Mart', ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg', 'Sesame Street Spaghetti Space Chase', ""Big Bird's Emporium"", 'TRANSFORMERS The Ride: The Ultimate 3D Battle', 'StarBot Cafe']",20
Minion Mart,Starbucks,"['Minion Mart', 'Starbucks']",1
Minion Mart,Cairo Market,"['Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market']",25
Minion Mart,Frozen Fuel,"['Minion Mart', ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg', 'Sesame Street Spaghetti Space Chase', ""Big Bird's Emporium"", 'TRANSFORMERS The Ride: The Ultimate 3D Battle', 'StarBot Cafe', 'Frozen Fuel']",23
Minion Mart,Galactic Treats,"['Minion Mart', ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg', 'Sesame Street Spaghetti Space Chase', ""Big Bird's Emporium"", 'TRANSFORMERS The Ride: The Ultimate 3D Battle', 'Restroom 3', 'Galactic Treats']",22
Minion Mart,Jungle Bites,"['Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jungle Bites']",31
Minion Mart,Mariner's Market,"['Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', ""Mariner's Market""]",30
Minion Mart,Pharaoh's Dessert Oasis,"['Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Restroom 4', ""Pharaoh's Dessert Oasis""]",26
Minion Mart,Pops! Popcorn Delight,"['Minion Mart', 'Pops! Popcorn Delight']",2
Minion Mart,Star Snacks,"['Minion Mart', ""Mel's Drive-In"", 'Restroom 1', 'Star Snacks']",7
Minion Mart,Big Bird's Emporium,"['Minion Mart', ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg', 'Sesame Street Spaghetti Space Chase', ""Big Bird's Emporium""]",12
Minion Mart,Candylicious,"['Minion Mart', 'Starbucks', 'Candylicious']",2
Minion Mart,Carter's Curiosities,"['Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Restroom 4', ""Pharaoh's Dessert Oasis"", ""Carter's Curiosities""]",30
Minion Mart,Fairy Godmother's Potion Shop,"['Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop""]",14
Minion Mart,Hello Kitty Studio,"['Minion Mart', 'Pops! Popcorn Delight', 'Hello Kitty Studio']",4
Minion Mart,That's a Wrap!,"['Minion Mart', 'Starbucks', 'Candylicious', ""That's a Wrap!""]",3
Minion Mart,The Dino-Store,"['Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'"", 'Restroom 6', 'The Dino-Store']",45
Minion Mart,The Sci-Fi Emporium,"['Minion Mart', ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg', 'Sesame Street Spaghetti Space Chase', ""Big Bird's Emporium"", 'TRANSFORMERS The Ride: The Ultimate 3D Battle', 'Restroom 3', 'Galactic Treats', 'The Sci-Fi Emporium']",24
Minion Mart,UNIVRS,"['Minion Mart', ""Mel's Drive-In"", 'UNIVRS']",7
Minion Mart,Universal Studios Store,"['Minion Mart', 'Pops! Popcorn Delight', 'Universal Studios Store']",4
Minion Mart,Restroom 1,"['Minion Mart', ""Mel's Drive-In"", 'Restroom 1']",5
Minion Mart,Restroom 2,"['Minion Mart', ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg', 'Restroom 2']",10
Minion Mart,Restroom 3,"['Minion Mart', ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg', 'Sesame Street Spaghetti Space Chase', ""Big Bird's Emporium"", 'TRANSFORMERS The Ride: The Ultimate 3D Battle', 'Restroom 3']",18
Minion Mart,Restroom 4,"['Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Restroom 4']",21
Minion Mart,Restroom 5,"['Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Restroom 5']",31
Minion Mart,Restroom 6,"['Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'"", 'Restroom 6']",39
Minion Mart,Restroom 7,"['Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Restroom 7']",17
That's a Wrap!,Accelerator,"[""That's a Wrap!"", 'Candylicious', 'Starbucks', 'Minion Mart', ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg', 'Sesame Street Spaghetti Space Chase', ""Big Bird's Emporium"", 'TRANSFORMERS The Ride: The Ultimate 3D Battle', 'Accelerator']",20
That's a Wrap!,Battlestar Galactica: CYLON,"[""That's a Wrap!"", 'Candylicious', 'Starbucks', 'Minion Mart', ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg', 'Sesame Street Spaghetti Space Chase', ""Big Bird's Emporium"", 'TRANSFORMERS The Ride: The Ultimate 3D Battle', 'Battlestar Galactica: HUMAN', 'Battlestar Galactica: CYLON']",23
That's a Wrap!,Battlestar Galactica: HUMAN,"[""That's a Wrap!"", 'Candylicious', 'Starbucks', 'Minion Mart', ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg', 'Sesame Street Spaghetti Space Chase', ""Big Bird's Emporium"", 'TRANSFORMERS The Ride: The Ultimate 3D Battle', 'Battlestar Galactica: HUMAN']",22
That's a Wrap!,Canopy Flyer,"[""That's a Wrap!"", 'Candylicious', 'Starbucks', 'Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Restroom 5', 'Canopy Flyer']",39
That's a Wrap!,Dino Soarin',"[""That's a Wrap!"", 'Candylicious', 'Starbucks', 'Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'""]",39
That's a Wrap!,Donkey Live,"[""That's a Wrap!"", 'Candylicious', 'Starbucks', 'Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Enchanted Airways', 'Donkey Live']",31
That's a Wrap!,Enchanted Airways,"[""That's a Wrap!"", 'Candylicious', 'Starbucks', 'Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Enchanted Airways']",27
That's a Wrap!,Fortune Favours The Furry,"[""That's a Wrap!"", 'Candylicious', 'Starbucks', 'Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Enchanted Airways', 'Donkey Live', 'Fortune Favours The Furry']",34
That's a Wrap!,Jurassic Park Rapids Adventure,"[""That's a Wrap!"", 'Candylicious', 'Starbucks', 'Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure']",36
That's a Wrap!,Lights Camera Action Hosted by Steven Spielberg,"[""That's a Wrap!"", 'Candylicious', 'Starbucks', 'Minion Mart', ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg']",9
That's a Wrap!,Magic Potion Spin,"[""That's a Wrap!"", 'Candylicious', 'Starbucks', 'Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Magic Potion Spin']",27
That's a Wrap!,Puss In Boots Giant Journey,"[""That's a Wrap!"", 'Candylicious', 'Starbucks', 'Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Magic Potion Spin', 'Puss In Boots Giant Journey']",29
That's a Wrap!,Revenge of the Mummy,"[""That's a Wrap!"", 'Candylicious', 'Starbucks', 'Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy']",21
That's a Wrap!,Sesame Street Spaghetti Space Chase,"[""That's a Wrap!"", 'Candylicious', 'Starbucks', 'Minion Mart', ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg', 'Sesame Street Spaghetti Space Chase']",11
That's a Wrap!,Shrek 4D Adventure,"[""That's a Wrap!"", 'Candylicious', 'Starbucks', 'Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure']",25
That's a Wrap!,TRANSFORMERS The Ride: The Ultimate 3D Battle,"[""That's a Wrap!"", 'Candylicious', 'Starbucks', 'Minion Mart', ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg', 'Sesame Street Spaghetti Space Chase', ""Big Bird's Emporium"", 'TRANSFORMERS The Ride: The Ultimate 3D Battle']",17
That's a Wrap!,Treasure Hunters,"[""That's a Wrap!"", 'Candylicious', 'Starbucks', 'Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Treasure Hunters']",25
That's a Wrap!,Discovery Food Court,"[""That's a Wrap!"", 'Candylicious', 'Starbucks', 'Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court']",31
That's a Wrap!,Fossil Fuels,"[""That's a Wrap!"", 'Candylicious', 'Starbucks', 'Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'"", 'Fossil Fuels']",44
That's a Wrap!,Friar's Good Food,"[""That's a Wrap!"", 'Candylicious', 'Starbucks', 'Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', ""Friar's Good Food""]",20
That's a Wrap!,Goldilocks,"[""That's a Wrap!"", 'Candylicious', 'Starbucks', 'Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks']",19
That's a Wrap!,KT's Grill,"[""That's a Wrap!"", 'Candylicious', 'Starbucks', 'Minion Mart', ""Mel's Drive-In"", 'Restroom 1', ""KT's Grill""]",9
That's a Wrap!,Loui's NY Pizza Parlor,"[""That's a Wrap!"", 'Candylicious', 'Starbucks', 'Minion Mart', ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg', ""Loui's NY Pizza Parlor""]",14
That's a Wrap!,Mel's Drive-In,"[""That's a Wrap!"", 'Candylicious', 'Starbucks', 'Minion Mart', ""Mel's Drive-In""]",7
That's a Wrap!,Oasis Spice Cafe,"[""That's a Wrap!"", 'Candylicious', 'Starbucks', 'Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe']",26
That's a Wrap!,StarBot Cafe,"[""That's a Wrap!"", 'Candylicious', 'Starbucks', 'Minion Mart', ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg', 'Sesame Street Spaghetti Space Chase', ""Big Bird's Emporium"", 'TRANSFORMERS The Ride: The Ultimate 3D Battle', 'StarBot Cafe']",23
That's a Wrap!,Starbucks,"[""That's a Wrap!"", 'Candylicious', 'Starbucks']",2
That's a Wrap!,Cairo Market,"[""That's a Wrap!"", 'Candylicious', 'Starbucks', 'Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market']",28
That's a Wrap!,Frozen Fuel,"[""That's a Wrap!"", 'Candylicious', 'Starbucks', 'Minion Mart', ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg', 'Sesame Street Spaghetti Space Chase', ""Big Bird's Emporium"", 'TRANSFORMERS The Ride: The Ultimate 3D Battle', 'StarBot Cafe', 'Frozen Fuel']",26
That's a Wrap!,Galactic Treats,"[""That's a Wrap!"", 'Candylicious', 'Starbucks', 'Minion Mart', ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg', 'Sesame Street Spaghetti Space Chase', ""Big Bird's Emporium"", 'TRANSFORMERS The Ride: The Ultimate 3D Battle', 'Restroom 3', 'Galactic Treats']",25
That's a Wrap!,Jungle Bites,"[""That's a Wrap!"", 'Candylicious', 'Starbucks', 'Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jungle Bites']",34
That's a Wrap!,Mariner's Market,"[""That's a Wrap!"", 'Candylicious', 'Starbucks', 'Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', ""Mariner's Market""]",33
That's a Wrap!,Pharaoh's Dessert Oasis,"[""That's a Wrap!"", 'Candylicious', 'Starbucks', 'Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Restroom 4', ""Pharaoh's Dessert Oasis""]",29
That's a Wrap!,Pops! Popcorn Delight,"[""That's a Wrap!"", 'Candylicious', 'Pops! Popcorn Delight']",3
That's a Wrap!,Star Snacks,"[""That's a Wrap!"", 'Candylicious', 'Starbucks', 'Minion Mart', ""Mel's Drive-In"", 'Restroom 1', 'Star Snacks']",10
That's a Wrap!,Big Bird's Emporium,"[""That's a Wrap!"", 'Candylicious', 'Starbucks', 'Minion Mart', ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg', 'Sesame Street Spaghetti Space Chase', ""Big Bird's Emporium""]",15
That's a Wrap!,Candylicious,"[""That's a Wrap!"", 'Candylicious']",1
That's a Wrap!,Carter's Curiosities,"[""That's a Wrap!"", 'Candylicious', 'Starbucks', 'Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Restroom 4', ""Pharaoh's Dessert Oasis"", ""Carter's Curiosities""]",33
That's a Wrap!,Fairy Godmother's Potion Shop,"[""That's a Wrap!"", 'Candylicious', 'Starbucks', 'Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop""]",17
That's a Wrap!,Hello Kitty Studio,"[""That's a Wrap!"", 'Candylicious', 'Pops! Popcorn Delight', 'Hello Kitty Studio']",5
That's a Wrap!,Minion Mart,"[""That's a Wrap!"", 'Candylicious', 'Starbucks', 'Minion Mart']",3
That's a Wrap!,The Dino-Store,"[""That's a Wrap!"", 'Candylicious', 'Starbucks', 'Minion Mart', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'"", 'Restroom 6', 'The Dino-Store']",48
That's a Wrap!,The Sci-Fi Emporium,"[""That's a Wrap!"", 'Candylicious', 'Starbucks', 'Minion Mart', ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg', 'Sesame Street Spaghetti Space Chase', ""Big Bird's Emporium"", 'TRANSFORMERS The Ride: The Ultimate 3D Battle', 'Restroom 3', 'Galactic Treats', 'The Sci-Fi Emporium']",27
That's a Wrap!,UNIVRS,"[""That's a Wrap!"", 'Candylicious', 'Starbucks', 'Minion Mart', ""Mel's Drive-In"", 'UNIVRS']",10
That's a Wrap!,Universal Studios Store,"[""That's a Wrap!"", 'Candylicious', 'Pops! Popcorn Delight', 'Universal Studios Store']",5
That's a Wrap!,Restroom 1,"[""That's a Wrap!"", 'Candylicious', 'Starbucks', 'Minion Mart', ""Mel's Drive-In"", 'Restroom 1']",8
That's a Wrap!,Restroom 2,"[""That's a Wrap!"", 'Candylicious', 'Starbucks', 'Minion Mart', ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg', 'Restroom 2']",13
That's a Wrap!,Restroom 3,"[""That's a Wrap!"", 'Candylicious', 'Starbucks', 'Minion Mart', ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg', 'Sesame Street Spaghetti Space Chase', ""Big Bird's Emporium"", 'TRANSFORMERS The Ride: The Ultimate 3D Battle', 'Restroom 3']",21
